pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,target,predicted_label,predicted_proba
EPIC 211365543.01,EPIC 211365543,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,5.264,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6190.82,124.77,-90.89,0.0,1.5774,0.089036,-0.062924,0.0,1.19,0.182669,-0.138413,0.0,-0.169,0.009,-0.009,0.0,[M/H],4.11773,0.100501,-0.060369,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h29m48.81s,127.4533593,+11d05m08.15s,11.0855981,516.833,12.953,-12.346,12.102,0.08,-0.08,10.88,0.026,-0.026,12.0228,0.000181,-0.000181,2016-07-18,2016-10,2016-07-18,-1,1,0.51
EPIC 211383821.01,EPIC 211383821,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,1.567,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4426.2,92.63,-92.63,0.0,0.615898,,,0.0,0.693,,,0.0,-0.058,0.0135,-0.0135,0.0,[M/H],4.69978,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m09.92s,131.0413479,+11d23m07.52s,11.3854224,228.662,2.18,-2.18,14.303,0.137,-0.137,11.506,0.024,-0.024,14.0195,0.000259,-0.000259,2016-07-18,2016-10,2016-07-18,-1,1,0.63
EPIC 211383821.01,EPIC 211383821,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.56706496,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4426.2,92.63,-92.63,0.0,0.615898,,,0.0,0.693,,,0.0,-0.058,0.0135,-0.0135,0.0,[M/H],4.69978,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m09.92s,131.0413479,+11d23m07.52s,11.3854224,228.662,2.18,-2.18,14.303,0.137,-0.137,11.506,0.024,-0.024,14.0195,0.000259,-0.000259,2016-12-21,2016-10,2016-12-21,-1,1,0.63
EPIC 211407755.01,EPIC 211407755,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,36.0861607,9.13e-05,-9.26e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,4726.0,82.0,-74.0,0.0,0.67,0.04,-0.04,0.0,0.68,0.04,-0.04,0.0,-0.2,0.14,-0.18,0.0,[Fe/H],4.63,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h49m12.87s,132.3036441,+11d45m32.16s,11.7589327,307.603,3.183,-3.118,14.594,0.172,-0.172,12.202,0.02,-0.02,14.4015,0.000224,-0.000224,2022-04-19,2022-01,2022-04-19,-1,1,0.84
EPIC 211408558.01,EPIC 211408558,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.967689,0.007766,-0.00323,0.0,,,,,2.005,0.068,-0.075,0.0,0.17887443,0.00606656,-0.00669106,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5882.0,25.0,-25.0,0.0,1.031,0.018,-0.017,0.0,1.103,0.122,-0.107,0.0,0.113,0.023,-0.023,0.0,[Fe/H],4.455,0.042,-0.042,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m14.04s,129.3084996,+11d46m18.01s,11.7716683,233.606,2.402,-2.355,11.802,0.028,-0.028,10.039,0.021,-0.021,11.4706,0.001254,-0.001254,2021-11-19,2021-12,2021-11-19,-1,1,0.84
EPIC 211436313.01,EPIC 211436313,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.332837,0.000311,-0.000294,0.0,,,,,2.263,0.197,-0.172,0.0,0.20189168,0.01757519,-0.01534484,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K3,4768.0,138.0,-138.0,0.0,0.725,0.052,-0.049,0.0,0.942,0.423,-0.297,0.0,-0.136,0.235,-0.235,0.0,[Fe/H],4.693,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h09m59.69s,137.4987069,+12d11m26.48s,12.1906885,331.583,3.696,-3.616,14.124,0.114,-0.114,11.841,0.022,-0.022,13.9586,0.000208,-0.000208,2021-11-19,2021-12,2021-11-19,-1,1,0.97
EPIC 211436876.01,EPIC 211436876,1,CANDIDATE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Confirmed,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,1.1524,0.0003,-0.0004,0.0,0.0125,0.0009,-0.0011,0.0,0.6746,0.0454,-0.0392,0.0,0.06018388,0.00405032,-0.0034972,0.0,,,,,,,,,,,,,,8270.029,,,0.0,,,,,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,,5992.0,14.0,-14.0,0.0,1.057,0.022,-0.02,0.0,0.992,0.068,-0.063,0.0,-0.095,0.012,-0.012,0.0,[Fe/H],4.386,0.023,-0.023,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m54.63s,127.7276048,+12d11m56.57s,12.1990464,374.534,6.57,-6.352,12.457,0.103,-0.103,10.997,0.018,-0.018,12.2887,0.000199,-0.000199,2022-11-07,2022-10,2022-11-07,-1,1,0.85
EPIC 211438731.01,EPIC 211438731,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,20.486455,0.001288,-0.001206,0.0,,,,,2.762,0.137,-0.135,0.0,0.24640956,0.01222234,-0.01204391,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M4,3664.0,138.0,-138.0,0.0,0.371,0.011,-0.011,0.0,0.357,0.01,-0.01,0.0,0.069,0.235,-0.235,0.0,[Fe/H],4.852,0.028,-0.028,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h57m34.48s,134.3936549,+12d13m37.33s,12.2270375,100.735,0.762,-0.7511,16.36,0.2,-0.2,11.547,0.021,-0.021,15.2077,0.000477,-0.000477,2021-11-19,2021-12,2021-11-19,-1,1,0.99
EPIC 211451776.01,EPIC 211451776,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.17682,0.001402,-0.001411,0.0,,,,,2.244,0.11,-0.102,0.0,0.20019662,0.00981356,-0.00909985,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4477.0,51.0,-51.0,0.0,0.637,0.019,-0.018,0.0,0.812,0.179,-0.146,0.0,-0.485,0.048,-0.048,0.0,[Fe/H],4.739,0.084,-0.084,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m29.45s,133.8727161,+12d25m37.03s,12.4269526,235.135,2.303,-2.303,14.248,0.103,-0.103,11.478,0.017,-0.017,13.8524,0.000213,-0.000213,2021-11-19,2021-12,2021-11-19,-1,1,0.86
EPIC 211480861.01,EPIC 211480861,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,6.3508198,0.0001244,-0.0001214,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,7461.0,587.0,-401.0,0.0,2.11,0.12,-0.12,0.0,1.74,0.15,-0.11,0.0,0.03,0.14,-0.16,0.0,[Fe/H],4.03,0.06,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m10.50s,124.5437596,+12d51m45.55s,12.8626535,313.867,13.906,-12.793,9.899,0.005,-0.005,8.916,0.018,-0.018,9.77086,0.000217,-0.000217,2022-04-18,2022-01,2022-04-18,-1,1,0.52
EPIC 211506851.01,EPIC 211506851,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,10.542179,0.000575,-0.000714,0.0,,,,,3.123,0.229,-0.213,0.0,0.27861588,0.02043005,-0.01900262,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5441.0,138.0,-138.0,0.0,0.916,0.058,-0.055,0.0,0.81,0.36,-0.247,0.0,0.021,0.198,-0.198,0.0,[Fe/H],4.423,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m01.39s,129.2557752,+13d14m09.36s,13.2359338,394.341,4.104,-4.022,13.307,0.069,-0.069,11.541,0.018,-0.018,13.1276,0.000285,-0.000285,2021-11-19,2021-12,2021-11-19,-1,1,0.93
EPIC 211537087.02,K2-356,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,42.3822512,0.0059266,-0.0055157,0.0,0.2688,0.0288,-0.0596,0.0,2.58,0.19,-0.14,0.0,0.23017258,0.01695069,-0.01248998,0.0,,,,,,,,,,,,,,,,,,482.0,3.0,-29.0,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5568.0,178.0,-150.0,0.0,0.86,0.03,-0.03,0.0,0.9,0.05,-0.06,0.0,-0.11,0.15,-0.17,0.0,[Fe/H],4.52,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m17.26s,128.3219134,+13d39m40.95s,13.6613758,355.54,3.793,-3.714,13.268,0.08,-0.08,11.508,0.02,-0.02,13.148,0.000235,-0.000235,2022-04-18,2022-01,2022-04-18,-1,1,0.96
EPIC 211537087.03,K2-356,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,41.9,,,-1.0,0.228,,,-1.0,2.28,0.43,-0.26,0.0,0.20340833,0.0383621,-0.02319569,0.0,,,,,,,,,,,,,,,,,,82.0,,,1.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5568.0,178.0,-150.0,0.0,0.86,0.03,-0.03,0.0,0.9,0.05,-0.06,0.0,-0.11,0.15,-0.17,0.0,[Fe/H],4.52,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m17.26s,128.3219134,+13d39m40.95s,13.6613758,355.54,3.793,-3.714,13.268,0.08,-0.08,11.508,0.02,-0.02,13.148,0.000235,-0.000235,2022-04-18,2022-01,2022-04-18,-1,1,0.87
EPIC 211579683.01,EPIC 211579683,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,9.01258853,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4764.64,82.17,-82.17,0.0,0.81741,,,0.0,0.767,,,0.0,0.081,0.079,-0.079,0.0,[M/H],4.49798,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h20m51.48s,125.2144993,+14d15m31.13s,14.2586479,362.707,4.8315,-4.8315,14.307,0.149,-0.149,11.856,0.021,-0.021,13.9824,0.000307,-0.000307,2016-12-21,2016-10,2016-12-21,-1,1,0.62
EPIC 211644764.01,EPIC 211644764,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,23.5306712,0.0020516,-0.0020952,0.0,0.5304,0.0901,-0.1078,0.0,9.25,1.03,-1.02,0.0,0.82523115,0.0918906,-0.09099846,0.0,,,,,,,,,,,,,,,,,,591.0,10.0,-47.0,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6688.0,377.0,-269.0,0.0,1.9,0.21,-0.18,0.0,1.48,0.12,-0.11,0.0,0.04,0.14,-0.14,0.0,[Fe/H],4.05,0.08,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m44.86s,127.6869017,+15d09m45.35s,15.1625976,980.582,43.578,-40.09,13.137,0.103,-0.103,11.878,0.023,-0.023,13.0344,0.000435,-0.000435,2022-04-18,2022-01,2022-04-18,-1,1,0.57
EPIC 211645912.01,EPIC 211645912,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,10.673,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5919.66,124.6,-161.27,0.0,0.928134,0.039109,-0.061845,0.0,1.08,0.135395,-0.164303,0.0,-0.0125,0.0134,-0.0134,0.0,[M/H],4.53627,0.078646,-0.096784,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h19m59.29s,124.997024,+15d10m40.32s,15.1778665,348.572,5.359,-5.201,12.579,0.057,-0.057,11.096,0.02,-0.02,12.4701,0.00025,-0.00025,2016-07-18,2016-10,2016-07-18,-1,1,0.74
EPIC 211679060.01,EPIC 211679060,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.601781,0.003343,-0.004296,0.0,,,,,2.788,0.244,-0.224,0.0,0.24872913,0.02176826,-0.01998398,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5791.0,138.0,-138.0,0.0,1.088,0.07,-0.064,0.0,0.803,0.368,-0.245,0.0,-0.289,0.198,-0.198,0.0,[Fe/H],4.269,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m59.72s,134.2488531,+15d37m59.80s,15.6332775,651.939,12.755,-12.755,13.901,0.103,-0.103,12.188,0.021,-0.021,13.6743,0.000236,-0.000236,2021-11-19,2021-12,2021-11-19,-1,1,0.8
EPIC 211711685.01,EPIC 211711685,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,15.462807,0.003123,-0.002986,0.0,,,,,1.266,0.07,-0.065,0.0,0.11294515,0.00624499,-0.00579892,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5509.0,21.0,-21.0,0.0,0.919,0.016,-0.015,0.0,0.802,0.073,-0.068,0.0,0.044,0.02,-0.02,0.0,[Fe/H],4.414,0.035,-0.035,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m03.44s,133.5143161,+16d04m16.81s,16.071337,290.239,3.308,-3.236,12.531,0.08,-0.08,10.843,0.019,-0.019,12.3801,0.000135,-0.000135,2021-11-19,2021-12,2021-11-19,-1,1,0.99
EPIC 211754117.01,EPIC 211754117,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,13.798845,0.002324,-0.003446,0.0,,,,,1.665,0.157,-0.141,0.0,0.14854161,0.01400663,-0.0125792,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,4980.0,138.0,-138.0,0.0,0.68,0.05,-0.045,0.0,0.824,0.366,-0.254,0.0,-0.35,0.235,-0.235,0.0,[Fe/H],4.686,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m35.53s,134.1480303,+16d39m56.28s,16.6656338,388.413,6.846,-6.617,14.434,0.114,-0.114,12.269,0.023,-0.023,14.246,0.000248,-0.000248,2021-11-19,2021-12,2021-11-19,-1,1,0.89
EPIC 211765695.01,EPIC 211765695,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.5587,0.000354,-0.00069,0.0,,,,,2.643,0.234,-0.204,0.0,0.23579307,0.02087612,-0.01819969,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K7,3974.0,138.0,-138.0,0.0,0.677,0.051,-0.047,0.0,0.636,0.295,-0.198,0.0,-0.221,0.235,-0.235,0.0,[Fe/H],4.579,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m39.14s,130.1630689,+16d49m45.08s,16.8291894,268.776,2.7075,-2.7075,15.77,0.2,-0.2,11.887,0.021,-0.021,14.7196,0.000334,-0.000334,2021-11-19,2021-12,2021-11-19,-1,1,0.89
EPIC 211765695.02,EPIC 211765695,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,25.43143,0.002535,-0.002668,0.0,,,,,2.887,0.27,-0.255,0.0,0.25756133,0.02408783,-0.02274962,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K7,3974.0,138.0,-138.0,0.0,0.677,0.051,-0.047,0.0,0.636,0.295,-0.198,0.0,-0.221,0.235,-0.235,0.0,[Fe/H],4.579,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m39.14s,130.1630689,+16d49m45.08s,16.8291894,268.776,2.7075,-2.7075,15.77,0.2,-0.2,11.887,0.021,-0.021,14.7196,0.000334,-0.000334,2021-11-19,2021-12,2021-11-19,-1,1,0.85
EPIC 211859295.01,EPIC 211859295,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,11.09226,0.000859,-0.000696,0.0,,,,,2.495,0.218,-0.192,0.0,0.22258937,0.01944869,-0.01712912,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4496.0,138.0,-138.0,0.0,0.703,0.052,-0.049,0.0,0.74,0.324,-0.229,0.0,-0.063,0.235,-0.235,0.0,[Fe/H],4.611,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m30.98s,131.87908,+18d08m47.37s,18.1464926,282.878,2.493,-2.493,14.321,0.114,-0.114,11.641,0.022,-0.022,14.0056,0.000239,-0.000239,2021-11-19,2021-12,2021-11-19,-1,1,0.96
