pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,target,predicted_label,predicted_proba
EPIC 212753343.01,EPIC 212753343,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,19.984217,0.004183,-0.003707,0.0,,,,,2.846,6.483,-1.486,0.0,0.25390355,0.57837552,-0.13257227,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F2,6823.0,1901.0,-1901.0,0.0,1.753,3.992,-0.913,0.0,1.62,0.97,-0.878,0.0,-0.224,0.288,-0.288,0.0,[Fe/H],4.004,0.576,-0.576,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h39m48.77s,204.9532151,-06d53m20.07s,-6.8889086,273.744,4.113,-3.994,10.899,0.012,-0.012,9.808,0.024,-0.024,10.9252,0.000451,-0.000451,2021-11-19,2021-12,2021-11-19,-1,1,0.54
EPIC 212771557.01,EPIC 212771557,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,8.491003,0.000694,-0.000701,0.0,,,,,2.228,0.177,-0.165,0.0,0.19876919,0.01579091,-0.01472034,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5432.0,138.0,-138.0,0.0,0.841,0.055,-0.053,0.0,0.836,0.365,-0.26,0.0,-0.13,0.198,-0.198,0.0,[Fe/H],4.51,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h17m30.66s,199.377741,-06d22m17.86s,-6.3716288,488.679,8.711,-8.711,14.177,0.366,-0.366,12.198,0.031,-0.031,13.9483,0.000318,-0.000318,2021-11-19,2021-12,2021-11-19,-1,1,0.9
EPIC 212817071.01,EPIC 212817071,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.24568,0.002155,-0.002386,0.0,,,,,2.047,0.174,-0.168,0.0,0.18262142,0.01552327,-0.01498798,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5329.0,138.0,-138.0,0.0,0.796,0.051,-0.049,0.0,0.871,0.366,-0.271,0.0,-0.011,0.235,-0.235,0.0,[Fe/H],4.573,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m49.69s,206.2070623,-05d00m16.17s,-5.0044907,432.673,5.7765,-5.7765,13.917,0.114,-0.114,12.069,0.024,-0.024,13.7491,0.000296,-0.000296,2021-11-19,2021-12,2021-11-19,-1,1,0.95
EPIC 212830737.01,EPIC 212830737,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,26.939433,0.005204,-0.004653,0.0,,,,,2.869,0.226,-0.204,0.0,0.25595548,0.0201624,-0.01819969,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5716.0,138.0,-138.0,0.0,1.02,0.066,-0.059,0.0,0.776,0.35,-0.235,0.0,-0.217,0.198,-0.198,0.0,[Fe/H],4.312,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h58m51.78s,209.7157599,-04d32m53.99s,-4.5483314,586.92,7.665,-7.473,13.907,0.103,-0.103,12.111,0.024,-0.024,13.6728,0.000231,-0.000231,2021-11-19,2021-12,2021-11-19,-1,1,0.93
EPIC 212870185.01,EPIC 212870185,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6.116238,0.00047,-0.000607,0.0,,,,,4.886,0.639,-0.352,0.0,0.43590047,0.05700786,-0.03140339,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F7,6283.0,138.0,-138.0,0.0,1.544,0.097,-0.094,0.0,1.235,0.557,-0.383,0.0,-0.268,0.235,-0.235,0.0,[Fe/H],4.154,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m18.80s,203.5783492,-03d09m19.80s,-3.1555013,470.651,8.115,-7.849,13.329,0.137,-0.137,11.459,0.019,-0.019,13.1001,0.000358,-0.000358,2021-11-19,2021-12,2021-11-19,-1,1,0.7
EPIC 212883391.01,EPIC 212883391,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.668373,0.001406,-0.00124,0.0,,,,,2.628,0.235,-0.216,0.0,0.23445486,0.02096533,-0.01927026,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5368.0,138.0,-138.0,0.0,0.817,0.055,-0.048,0.0,0.826,0.359,-0.255,0.0,-0.206,0.198,-0.198,0.0,[Fe/H],4.527,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h31m18.88s,202.8286729,-02d34m45.80s,-2.5793876,460.478,5.627,-5.496,14.146,0.114,-0.114,12.139,0.023,-0.023,13.8484,0.000302,-0.000302,2021-11-19,2021-12,2021-11-19,-1,1,0.94
EPIC 218701083.01,EPIC 218701083,0,CANDIDATE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5.049068,0.001008,-0.001205,0.0,,,,,2.594,0.186,-0.173,0.0,0.23142158,0.01659384,-0.01543405,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F7,6262.0,138.0,-138.0,0.0,1.476,0.093,-0.086,0.0,1.198,0.521,-0.359,0.0,-0.184,0.235,-0.235,0.0,[Fe/H],4.178,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m23.37s,282.0973715,-18d19m05.94s,-18.3183158,539.168,15.677,-14.83,12.806,0.114,-0.114,11.039,0.024,-0.024,12.5434,0.000241,-0.000241,2021-11-19,2021-12,2021-11-19,-1,1,0.8
EPIC 220434612.01,EPIC 220434612,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,2.010607,0.000259,-0.000344,0.0,,,,,1.28,0.069,-0.07,0.0,0.11419415,0.00615578,-0.00624499,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M0,3806.0,138.0,-138.0,0.0,0.618,0.019,-0.019,0.0,0.61,0.036,-0.034,0.0,-0.307,0.235,-0.235,0.0,[Fe/H],4.641,0.036,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h47m30.54s,11.8772391,+05d23m10.36s,5.3862102,241.243,2.288,-2.288,15.331,1.133,-1.133,11.824,0.021,-0.021,14.8439,0.000339,-0.000339,2021-11-19,2021-12,2021-11-19,-1,1,0.91
EPIC 220477223.01,EPIC 220477223,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.684559,0.000214,-0.000184,0.0,,,,,4.757,0.342,-0.305,0.0,0.42439185,0.03051125,-0.02721032,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5829.0,138.0,-138.0,0.0,1.184,0.072,-0.065,0.0,0.901,0.389,-0.277,0.0,0.027,0.235,-0.235,0.0,[Fe/H],4.244,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m34.42s,16.643421,+06d14m57.87s,6.2494097,266.331,3.445,-3.36,11.618,0.03,-0.03,10.038,0.023,-0.023,11.3904,0.000746,-0.000746,2021-11-19,2021-12,2021-11-19,-1,1,0.72
EPIC 226042826.01,EPIC 226042826,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.128977,0.000513,-0.000887,0.0,,,,,1.282,0.101,-0.093,0.0,0.11437258,0.00901063,-0.00829692,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,5140.0,138.0,-138.0,0.0,0.976,0.067,-0.062,0.0,1.478,0.655,-0.462,0.0,0.035,0.198,-0.198,0.0,[Fe/H],4.625,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h35m50.64s,263.960982,-21d23m02.68s,-21.3840777,179.392,1.955,-1.914,11.792,0.032,-0.032,9.754,0.024,-0.024,11.6832,0.000244,-0.000244,2021-11-19,2021-12,2021-11-19,-1,1,0.84
EPIC 228784812.01,EPIC 228784812,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,4.18787,0.00138,-0.00137,0.0,,,,,1.36,0.22,-0.19,0.0,0.121,0.02,-0.017,0.0,,,,,,,,,,,,,,,,,,1142.0,47.0,-43.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5589.98,111.09,-112.05,0.0,0.972391,0.047683,-0.049191,0.0,0.988,0.144197,-0.102976,0.0,0.211,0.031,-0.031,0.0,[M/H],4.45714,0.088085,-0.058664,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h21m42.78s,185.4282484,-07d24m39.66s,-7.4110169,342.142,5.241,-5.088,12.894,0.069,-0.069,11.056,0.024,-0.024,12.6168,0.000234,-0.000234,2018-08-02,2018-08,2018-08-02,-1,1,0.98
EPIC 228814754.01,EPIC 228814754,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,0.844548,2.5e-05,-1.3e-05,0.0,,,,,1.005,0.04,-0.04,0.0,0.08966025,0.00356857,-0.00356857,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M5,3109.0,167.0,-167.0,0.0,0.165,0.005,-0.005,0.0,0.133,0.004,-0.004,0.0,-0.096,0.246,-0.246,0.0,[Fe/H],5.13,0.012,-0.012,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m04.23s,186.2676323,-06d09m49.82s,-6.1638387,44.1769,0.1799,-0.1785,17.81,0.2,-0.2,11.865,0.023,-0.023,15.8793,0.001112,-0.001112,2021-11-19,2021-12,2021-11-19,-1,1,0.71
EPIC 228834632.01,EPIC 228834632,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,11.73677,0.00795,-0.00854,0.0,,,,,1.82,0.23,-0.26,0.0,0.162,0.021,-0.023,0.0,,,,,,,,,,,,,,,,,,516.0,17.0,-16.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3984.72,139.29,-139.29,0.0,0.761077,,,0.0,0.622,,,0.0,-0.148,0.129,-0.129,0.0,[M/H],4.469,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m12.37s,189.0515603,-05d20m07.37s,-5.3353818,282.554,3.032,-3.032,15.219,0.034,-0.034,12.043,0.024,-0.024,14.7667,0.000344,-0.000344,2018-08-02,2018-08,2018-08-02,-1,1,0.81
EPIC 228846243.01,EPIC 228846243,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,25.58142,0.02417,-0.01921,0.0,,,,,8.35,1.23,-0.93,0.0,0.745,0.11,-0.083,0.0,,,,,,,,,,,,,,,,,,914.0,67.0,-64.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5409.94,60.28,-60.28,0.0,1.9082,,,0.0,0.94,,,0.0,-0.027,0.058,-0.058,0.0,[M/H],3.84995,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h34m06.60s,188.5274815,-04d50m59.88s,-4.8499667,1347.93,73.065,-73.065,14.538,0.172,-0.172,12.679,0.026,-0.026,14.357,0.00036,-0.00036,2018-08-02,2018-08,2018-08-02,-1,1,0.64
EPIC 229133720.01,EPIC 229133720,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,4.03692,0.00013,-0.00014,0.0,,,,,2.24,0.12,-0.07,0.0,0.2,0.011,-0.006,0.0,,,,,,,,,,,,,,,,,,870.0,29.0,-28.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4861.07,130.28,-154.61,0.0,0.735009,0.061788,-0.053267,0.0,0.792,0.124566,-0.064,0.0,-0.034,0.02,-0.02,0.0,[M/H],4.60421,0.117758,-0.085871,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h28m32.38s,187.1349231,+01d36m48.34s,1.6134271,104.856,0.496,-0.491,11.544,0.08,-0.08,9.362001,0.023,-0.023,11.3606,0.001242,-0.001242,2018-08-02,2018-08,2018-08-02,-1,1,0.88
EPIC 230517965.01,EPIC 230517965,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.632039,0.000579,-0.000592,0.0,,,,,2.279,0.527,-0.414,0.0,0.20331911,0.04701587,-0.03693467,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K4,4646.0,272.0,-272.0,0.0,0.697,0.146,-0.119,0.0,0.722,0.492,-0.297,0.0,-0.117,0.285,-0.285,0.0,[Fe/H],4.608,0.159,-0.159,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h02m23.54s,255.5980784,-21d42m47.26s,-21.7131268,98.6156,0.8299,-0.8164,16.36,0.2,-0.2,12.184,0.031,-0.031,15.8658,0.000882,-0.000882,2021-11-19,2021-12,2021-11-19,-1,1,0.81
EPIC 245928102.01,EPIC 245928102,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,11.109675,0.001046,-0.001168,0.0,,,,,2.462,0.217,-0.202,0.0,0.21964531,0.01935948,-0.01802126,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,4813.0,138.0,-138.0,0.0,0.657,0.047,-0.044,0.0,0.717,0.327,-0.227,0.0,-0.368,0.235,-0.235,0.0,[Fe/H],4.66,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m00.85s,351.7535428,-11d48m39.60s,-11.8109993,325.593,3.345,-3.279,14.293,0.149,-0.149,12.007,0.023,-0.023,14.037,0.000377,-0.000377,2021-11-19,2021-12,2021-11-19,-1,1,0.94
EPIC 246030759.01,EPIC 246030759,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,29.957262,0.003224,-0.002937,0.0,,,,,8.456,2.34,-1.019,0.0,0.75439509,0.20876118,-0.09090925,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K3,4897.0,138.0,-138.0,0.0,0.711,0.051,-0.048,0.0,0.909,0.407,-0.277,0.0,-0.12,0.235,-0.235,0.0,[Fe/H],4.695,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h48m17.52s,357.0730126,-08d42m02.36s,-8.7006553,469.827,7.194,-6.984,14.978,0.092,-0.092,12.606,0.029,-0.029,14.7348,0.000345,-0.000345,2021-11-19,2021-12,2021-11-19,-1,1,0.81
EPIC 246061904.01,EPIC 246061904,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.084267,0.000222,-0.000222,0.0,,,,,3.848,0.332,-0.273,0.0,0.34329616,0.02961911,-0.02435547,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K4,4572.0,138.0,-138.0,0.0,0.765,0.056,-0.052,0.0,0.881,0.406,-0.274,0.0,-0.051,0.235,-0.235,0.0,[Fe/H],4.617,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h04m10.18s,346.0424212,-07d58m57.06s,-7.9825154,309.923,2.625,-2.582,14.185,0.149,-0.149,11.635,0.021,-0.021,13.9147,0.000432,-0.000432,2021-11-19,2021-12,2021-11-19,-1,1,0.89
EPIC 246061904.02,EPIC 246061904,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,20.676056,0.006081,-0.006199,0.0,,,,,3.302,0.281,-0.246,0.0,0.29458522,0.02506918,-0.02194669,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K4,4572.0,138.0,-138.0,0.0,0.765,0.056,-0.052,0.0,0.881,0.406,-0.274,0.0,-0.051,0.235,-0.235,0.0,[Fe/H],4.617,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h04m10.18s,346.0424212,-07d58m57.06s,-7.9825154,309.923,2.625,-2.582,14.185,0.149,-0.149,11.635,0.021,-0.021,13.9147,0.000432,-0.000432,2021-11-19,2021-12,2021-11-19,-1,1,0.91
EPIC 246067130.01,EPIC 246067130,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6.786539,0.000527,-0.00094,0.0,,,,,1.2,0.09,-0.087,0.0,0.10705701,0.00802928,-0.00776163,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G0,5866.0,138.0,-138.0,0.0,0.975,0.057,-0.053,0.0,0.795,0.36,-0.239,0.0,-0.422,0.235,-0.235,0.0,[Fe/H],4.361,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h37m01.96s,354.2581572,-07d51m50.32s,-7.8639765,252.314,2.478,-2.431,11.999,0.057,-0.057,10.356,0.023,-0.023,11.7262,0.0003,-0.0003,2021-11-19,2021-12,2021-11-19,-1,1,0.86
EPIC 246088339.01,EPIC 246088339,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,2.988541,8.5e-05,-8.3e-05,0.0,,,,,3.504,0.254,-0.224,0.0,0.31260648,0.0226604,-0.01998398,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5761.0,138.0,-138.0,0.0,1.023,0.063,-0.058,0.0,0.877,0.39,-0.261,0.0,-0.063,0.235,-0.235,0.0,[Fe/H],4.364,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m52.87s,353.7202859,-07d23m39.01s,-7.3941695,551.496,9.237001,-8.944,13.62,0.092,-0.092,11.957,0.023,-0.023,13.4229,0.000345,-0.000345,2021-11-19,2021-12,2021-11-19,-1,1,0.88
